年月日,降水量の合計(mm),平均気温(℃)
2021/4/7,0.0,12.0
2021/4/8,0.0,12.6
2021/4/9,0.0,10.0
2021/4/10,0.0,9.5
2021/4/11,0.0,11.0
2021/4/12,0.0,13.0
2021/4/13,0.0,14.0
2021/4/14,16.0,13.8
2021/4/15,0.0,10.3
2021/4/16,0.0,12.4
2021/4/17,39.0,13.3
2021/4/18,4.5,14.3
2021/4/19,0.0,13.5
2021/4/20,0.0,15.2
2021/4/21,0.0,18.4
2021/4/22,0.0,16.7
2021/4/23,0.0,13.2
2021/4/24,0.0,14.0
2021/4/25,0.0,14.3
2021/4/26,0.0,11.7
2021/4/27,0.0,12.5
2021/4/28,0.0,16.7
2021/4/29,17.5,15.7
2021/4/30,0.5,18.0
2021/5/1,14.5,15.6
2021/5/2,1.5,15.1
2021/5/3,0.0,14.6
2021/5/4,0.0,16.4
2021/5/5,0.0,17.2
2021/5/6,0.0,19.0
2021/5/7,1.0,16.2
2021/5/8,0.0,18.7
2021/5/9,0.0,20.8
2021/5/10,0.0,18.3
2021/5/11,0.0,15.9
2021/5/12,0.0,16.2
2021/5/13,1.5,15.1
2021/5/14,0.5,19.8
2021/5/15,0.0,20.5
2021/5/16,1.5,18.5
2021/5/17,0.0,21.6
2021/5/18,2.0,18.8
2021/5/19,8.0,16.5
2021/5/20,2.5,17.8
2021/5/21,7.5,19.1
2021/5/22,6.5,18.1
2021/5/23,0.0,18.3
2021/5/24,0.0,20.7
2021/5/25,0.0,21.3
2021/5/26,0.0,20.1
2021/5/27,30.0,15.8
2021/5/28,0.0,19.3
2021/5/29,0.0,21.4
2021/5/30,7.0,20.2
2021/5/31,5.5,19.4
2021/6/1,0.5,19.5
2021/6/2,0.0,20.7
2021/6/3,0.0,20.9
2021/6/4,17.0,20.3
2021/6/5,0.0,20.9
2021/6/6,0.5,20.8
2021/6/7,0.0,22.5
2021/6/8,0.0,22.7
2021/6/9,0.0,23.4
2021/6/10,0.0,23.0
2021/6/11,0.0,22.7
2021/6/12,0.0,22.0
2021/6/13,0.5,22.7
2021/6/14,4.5,21.5
2021/6/15,1.5,23.1
2021/6/16,6.5,20.9
2021/6/17,2.5,20.6
2021/6/18,0.0,21.6
2021/6/19,10.0,19.6
2021/6/20,6.0,22.3
2021/6/21,0.0,22.2
2021/6/22,0.0,22.5
2021/6/23,34.5,20.5
2021/6/24,0.5,21.3
2021/6/25,0.5,22.1
2021/6/26,0.0,23.3
2021/6/27,0.0,22.4
2021/6/28,0.0,23.6
2021/6/29,30.5,21.2
2021/6/30,3.5,19.6
2021/7/1,45.0,20.4
2021/7/2,56.0,20.2
2021/7/3,24.5,21.8
2021/7/4,18.5,19.5
2021/7/5,5.5,21.3
2021/7/6,0.0,23.8
2021/7/7,1.0,25.2
2021/7/8,13.5,22.6
2021/7/9,9.0,22.6
2021/7/10,21.5,26.5
2021/7/11,23.5,23.9
2021/7/12,0.5,24.0
2021/7/13,0.5,24.3
2021/7/14,4.5,24.2
2021/7/15,102.0,24.3
2021/7/16,0.0,26.1
2021/7/17,0.0,26.2
2021/7/18,0.0,26.6
2021/7/19,0.0,28.0
2021/7/20,0.0,27.8
2021/7/21,0.0,27.7
2021/7/22,0.0,27.3
2021/7/23,0.0,27.5
2021/7/24,0.0,27.5
2021/7/25,0.0,27.4
2021/7/26,0.0,27.1
2021/7/27,12.5,24.5
2021/7/28,7.5,26.4
2021/7/29,0.0,26.2
2021/7/30,17.5,25.4
2021/7/31,4.5,26.8
2021/8/1,0.0,27.6
2021/8/2,3.0,26.9
2021/8/3,0.0,28.2
2021/8/4,0.0,28.5
2021/8/5,0.0,29.2
2021/8/6,0.5,28.3
2021/8/7,13.0,26.8
2021/8/8,66.5,25.8
2021/8/9,0.5,27.6
2021/8/10,0.0,30.6
2021/8/11,0.0,27.7
2021/8/12,1.5,24.5
2021/8/13,32.0,20.9
2021/8/14,28.0,20.4
2021/8/15,44.5,18.9
2021/8/16,3.0,20.0
2021/8/17,4.0,22.1
2021/8/18,3.0,25.4
2021/8/19,0.0,26.5
2021/8/20,0.0,27.0
2021/8/21,0.0,26.2
2021/8/22,0.0,27.5
2021/8/23,1.0,26.6
2021/8/24,0.5,26.4
2021/8/25,0.0,27.5
2021/8/26,0.0,29.6
2021/8/27,0.0,29.3
2021/8/28,0.0,28.9
2021/8/29,0.0,27.1
2021/8/30,0.0,28.6
2021/8/31,27.0,25.2
2021/9/1,2.5,19.5
2021/9/2,23.5,18.5
2021/9/3,17.0,18.9
2021/9/4,43.0,19.4
2021/9/5,2.0,20.2
2021/9/6,4.5,18.6
2021/9/7,0.0,19.5
2021/9/8,0.0,19.3
2021/9/9,14.5,19.9
2021/9/10,0.0,24.0
2021/9/11,0.5,23.3
2021/9/12,0.0,23.1
2021/9/13,0.0,24.1
2021/9/14,4.0,21.7
2021/9/15,3.5,22.4
2021/9/16,0.0,21.5
2021/9/17,6.0,20.3
2021/9/18,62.5,21.5
2021/9/19,0.0,23.2
2021/9/20,0.0,21.2
2021/9/21,0.0,21.7
2021/9/22,1.0,24.1
2021/9/23,0.0,24.9
2021/9/24,0.0,23.5
2021/9/25,0.0,20.6
2021/9/26,0.0,18.3
2021/9/27,0.0,18.9
2021/9/28,0.0,20.2
2021/9/29,0.0,21.0
2021/9/30,1.5,21.6
2021/10/1,65.5,18.3
2021/10/2,0.0,21.6
2021/10/3,0.0,20.9
2021/10/4,0.0,21.9
2021/10/5,0.0,22.0
2021/10/6,0.0,21.5
2021/10/7,0.0,19.1
2021/10/8,0.0,22.8
2021/10/9,0.0,21.2
2021/10/10,0.0,21.1
2021/10/11,0.0,22.2
2021/10/12,4.0,19.3
2021/10/13,21.5,16.2
2021/10/14,0.0,18.3
2021/10/15,0.0,19.2
2021/10/16,0.0,19.6
2021/10/17,12.0,14.7
2021/10/18,0.0,11.9
2021/10/19,2.5,12.6
2021/10/20,0.0,15.0
2021/10/21,0.0,13.3
2021/10/22,8.0,10.6
2021/10/23,0.0,12.7
2021/10/24,0.0,11.7
2021/10/25,4.5,12.6
2021/10/26,13.0,14.5
2021/10/27,1.5,13.3
2021/10/28,0.0,15.9
2021/10/29,0.0,13.7
2021/10/30,0.0,12.5
2021/10/31,0.5,12.8
2021/11/1,0.0,15.4
2021/11/2,0.0,15.6
2021/11/3,0.0,15.6
2021/11/4,0.0,13.3
2021/11/5,0.0,13.0
2022/3/20,0.0,8.8
2022/3/21,0.0,8.7
2022/3/22,14.0,2.8
2022/3/23,0.5,4.7
2022/3/24,0.5,7.2
2022/3/25,0.0,10.6
2022/3/26,0.5,13.8
2022/3/27,0.0,14.9
2022/3/28,0.5,11.1
2022/3/29,0.0,8.5
2022/3/30,0.0,13.5
2022/3/31,11.0,13.4
2022/4/1,13.5,6.7
2022/4/2,0.0,7.3
2022/4/3,21.0,6.9
2022/4/4,41.0,8.1
2022/4/5,0.5,12.2
2022/4/6,0.0,14.6
2022/4/7,0.0,13.0
2022/4/8,0.0,13.9
2022/4/9,0.0,15.7
2022/4/10,0.0,18.0
2022/4/11,0.0,17.2
2022/4/12,0.0,18.3
2022/4/13,0.0,19.8
2022/4/14,1.5,12.6
2022/4/15,10.0,9.4
2022/4/16,0.5,11.1
2022/4/17,0.0,11.6
2022/4/18,21.5,12.1
2022/4/19,1.0,13.8
2022/4/20,2.0,11.1
2022/4/21,5.0,14.5
2022/4/22,19.5,18.4
2022/4/23,0.0,20.4
2022/4/24,2.0,16.3
2022/4/25,0.0,18.9
2022/4/26,6.0,19.6
2022/4/27,3.5,21.4
2022/4/28,0.0,15.7
2022/4/29,30.5,11.9
2022/4/30,0.0,11.8
2022/5/1,8.0,10.9
2022/5/2,2.5,12.1
2022/5/3,0.0,13.6
2022/5/4,0.0,16.1
2022/5/5,0.0,18.7
2022/5/6,0.0,17.8
2022/5/7,0.0,17.9
2022/5/8,0.0,16.7
2022/5/9,6.0,12.1
2022/5/10,0.5,14.8
2022/5/11,0.0,17.2
2022/5/12,1.0,17.8
2022/5/13,18.0,17.3
2022/5/14,8.5,20.4
2022/5/15,0.0,17.1
2022/5/16,2.5,13.6
2022/5/17,0.0,14.7
2022/5/18,0.0,17.5
2022/5/19,0.0,18.7
2022/5/20,0.0,19.3
2022/5/21,16.5,17.1
2022/5/22,0.5,18.7
2022/5/23,2.0,18.6
2022/5/24,0.0,20.0
2022/5/25,0.0,20.3
2022/5/26,0.0,20.2
2022/5/27,69.5,20.0
2022/5/28,0.0,20.9
2022/5/29,0.0,22.6
2022/5/30,0.0,21.2
2022/5/31,7.5,17.9
2022/6/1,0.0,20.9
2022/6/2,0.0,20.7
2022/6/3,8.5,19.3
2022/6/4,0.0,19.4
2022/6/5,0.5,20.0
2022/6/6,77.5,14.8
2022/6/7,11.0,15.8
2022/6/8,0.0,16.0
2022/6/9,1.0,18.2
2022/6/10,0.5,20.0
2022/6/11,11.0,20.1
2022/6/12,13.5,20.3
2022/6/13,0.0,20.2
2022/6/14,4.0,15.6
2022/6/15,3.5,15.9
2022/6/16,0.0,19.0
2022/6/17,0.0,21.7
2022/6/18,2.0,21.5
2022/6/19,0.0,23.8
2022/6/20,0.0,24.8
2022/6/21,0.0,24.5
2022/6/22,5.0,22.7
2022/6/23,3.5,22.3
2022/6/24,0.0,26.7
2022/6/25,0.0,30.3
2022/6/26,0.0,27.8
2022/6/27,0.0,27.8
2022/6/28,0.0,29.0
2022/6/29,0.0,29.9
2022/6/30,0.0,30.7
2022/7/1,0.0,29.6
2022/7/2,0.0,29.1
2022/7/3,0.0,27.4
2022/7/4,7.5,24.7
2022/7/5,2.0,24.9
2022/7/6,3.0,25.6
2022/7/7,0.0,25.4
2022/7/8,0.0,25.7
2022/7/9,0.0,25.4
2022/7/10,0.0,26.7
2022/7/11,2.0,27.5
2022/7/12,45.0,25.0
2022/7/13,10.0,23.0
2022/7/14,4.5,23.0
2022/7/15,28.0,22.9
2022/7/16,8.5,22.4
2022/7/17,1.5,25.2
2022/7/18,0.0,26.7
2022/7/19,0.5,25.6
2022/7/20,0.0,27.6
2022/7/21,0.0,26.9
2022/7/22,1.5,27.3
2022/7/23,0.5,28.1
2022/7/24,0.0,28.0
2022/7/25,0.0,28.1
2022/7/26,3.5,26.4
2022/7/27,0.0,28.5
2022/7/28,3.0,27.6
2022/7/29,0.0,27.9
2022/7/30,0.0,29.6
2022/7/31,0.0,30.6
2022/8/1,0.5,30.7
2022/8/2,0.0,31.1
2022/8/3,0.0,31.4
2022/8/4,9.5,24.5
2022/8/5,1.5,23.2
2022/8/6,0.0,24.3
2022/8/7,0.0,26.2
2022/8/8,0.0,29.1
2022/8/9,0.0,30.8
2022/8/10,0.0,30.0
2022/8/11,0.0,28.7
2022/8/12,9.5,27.1
2022/8/13,110.5,24.2
2022/8/14,0.5,26.3
2022/8/15,0.0,28.2
2022/8/16,0.0,28.9
2022/8/17,21.0,25.9
2022/8/18,7.0,24.4
2022/8/19,0.0,26.4
2022/8/20,2.0,25.0
2022/8/21,0.5,24.9
2022/8/22,0.0,25.7
2022/8/23,0.0,27.8
2022/8/24,0.0,27.0
2022/8/25,0.0,25.0
2022/8/26,0.0,26.6
2022/8/27,0.0,27.6
2022/8/28,12.0,22.5
2022/8/29,3.0,21.8
2022/8/30,2.0,21.5
2022/8/31,0.5,26.0
2022/9/1,49.0,25.4
2022/9/2,16.5,22.5
2022/9/3,0.0,23.5
2022/9/4,10.0,24.9
2022/9/5,0.0,25.8
2022/9/6,0.0,26.5
2022/9/7,18.0,25.2
2022/9/8,15.0,22.6
2022/9/9,0.5,24.2
2022/9/10,0.5,24.6
2022/9/11,0.0,23.6
2022/9/12,0.0,25.5
2022/9/13,0.0,25.9
2022/9/14,0.0,25.9
2022/9/15,0.0,22.4
2022/9/16,0.0,23.9
2022/9/17,0.0,25.1
2022/9/18,85.5,23.9
2022/9/19,48.5,26.1
2022/9/20,15.5,22.3
2022/9/21,0.5,18.4
2022/9/22,0.5,18.8
2022/9/23,46.5,20.7
2022/9/24,35.5,22.5
2022/9/25,0.0,22.0
2022/9/26,0.0,22.4
2022/9/27,0.0,22.6
2022/9/28,0.0,21.8
2022/9/29,0.0,21.4
2022/9/30,0.0,21.9
2022/10/1,0.0,21.8
2022/10/2,0.0,21.6
2022/10/3,0.0,21.5
2022/10/4,0.0,22.7
2022/10/5,9.5,18.6
2022/10/6,14.5,12.2
2022/10/7,50.5,11.9
2022/10/8,0.0,15.7
2022/10/9,7.5,16.3
2022/10/10,4.5,15.6
2022/10/11,0.0,18.7
2022/10/12,1.5,16.6
2022/10/13,8.5,15.2
2022/10/14,7.0,17.0
2022/10/15,0.0,19.3
2022/10/16,0.0,19.0
2022/10/17,1.0,18.7
2022/10/18,11.0,15.6
2022/10/19,0.5,13.2
2022/10/20,0.0,12.9
2022/10/21,0.0,14.5
2022/10/22,0.0,14.6
2022/10/23,0.0,16.6
2022/10/24,4.0,11.5
2022/10/25,1.5,11.0
2022/10/26,0.0,11.6
2022/10/27,0.0,10.7
2022/10/28,0.0,12.1
2022/10/29,0.0,13.8
2022/10/30,0.0,12.1
2022/10/31,0.0,12.3
2022/11/1,0.0,13.3
2022/11/2,0.0,14.9
2022/11/3,0.0,15.2
2022/11/4,0.0,14.0
2022/11/5,0.0,12.0
